iter	RMSE
190	0.01976078399
191	0.01974154921
192	0.01972118305
193	0.01970200058
194	0.01968360274
195	0.01966428695
196	0.01964644479
197	0.0196289193
198	0.01961164867
199	0.01959490095
200	0.01957832924
201	0.01956221479
202	0.01954568737
203	0.01953014924
204	0.01951453169
205	0.01949935876
206	0.01948466225
207	0.01947027196
208	0.01945655283
209	0.01944268912
210	0.01942909811
211	0.01941544402
212	0.0194027327
213	0.01938908671
214	0.0193764794
215	0.01936390369
216	0.01935219331
217	0.01934007208
218	0.01932871687
219	0.01931690939
220	0.01930564533
221	0.01929481998
222	0.01928408723
223	0.01927261387
224	0.0192626121
225	0.01925249858
226	0.01924172483
227	0.01923199773
228	0.01922239235
229	0.01921209648
230	0.01920278226
231	0.01919333124
232	0.01918463342
233	0.01917581383
234	0.01916654111
235	0.01915719954
236	0.01914921244
237	0.01913990265
238	0.01913194472
239	0.01912351749
240	0.01911611688
241	0.0191085976
242	0.01910136151
243	0.0190941367
244	0.01908672436
245	0.01908021874
246	0.01907357124
247	0.01906682716
248	0.01906004652
249	0.01905291408
250	0.01904664528
251	0.0190403408
252	0.01903415655
253	0.01902828856
254	0.01902174864
255	0.01901511566
256	0.01900968653
257	0.01900361247
258	0.01899752123
259	0.01899153921
260	0.01898575558
261	0.01898089394
262	0.01897525409
263	0.01897014277
264	0.01896531206
265	0.01896060847
266	0.0189552851
267	0.01894989697
268	0.0189453404
269	0.01894051679
270	0.01893556449
271	0.01893072481
272	0.01892638601
273	0.0189220821
274	0.01891747567
275	0.01891364169
276	0.0189089539
277	0.01890503836
278	0.01890065944
279	0.01889676744
280	0.01889296204
281	0.01888930983
282	0.01888524385
283	0.01888112872
284	0.01887770317
285	0.01887372888
286	0.01887017905
287	0.01886634417
288	0.01886275765
289	0.01885961289
290	0.01885637883
291	0.01885331731
292	0.01885035405
293	0.01884762749
294	0.01884498952
295	0.01884216195
296	0.01883932302
297	0.01883663176
298	0.01883404026
299	0.01883099516
300	0.01882790011
301	0.01882492942
302	0.01882200794
303	0.01881941791
304	0.01881713309
305	0.0188147182
306	0.01881246554
307	0.01881026602
308	0.01880814484
309	0.01880551792
310	0.01880286521
311	0.01880073524
312	0.01879855651
313	0.01879627469
314	0.018793956
315	0.01879198735
316	0.01878993709
317	0.01878801169
318	0.01878613459
319	0.01878398482
320	0.0187819933
321	0.01877963817
322	0.01877783175
323	0.01877610685
324	0.0187738996
325	0.01877181353
326	0.01876995605
327	0.01876789008
328	0.0187659927
329	0.01876419424
330	0.0187623731
331	0.01876081427
332	0.01875934016
333	0.0187579061
334	0.0187563126
335	0.01875490198
336	0.01875345856
337	0.01875203054
338	0.01875085875
339	0.01874913055
340	0.01874753866
341	0.01874584386
342	0.01874434643
343	0.01874278132
344	0.01874128142
345	0.01873989195
346	0.01873824203
347	0.01873695182
348	0.01873575582
349	0.01873443707
350	0.01873325219
351	0.01873183377
352	0.01873041788
353	0.01872932848
354	0.01872808202
355	0.01872689267
356	0.0187255572
357	0.018724448
358	0.01872310272
359	0.01872196792
360	0.01872111921
361	0.01871988511
362	0.01871876198
363	0.01871750178
364	0.01871648938
365	0.01871534396
366	0.01871437232
367	0.01871336612
368	0.01871229628
369	0.01871132595
370	0.01871010963
371	0.01870918007
372	0.01870824082
373	0.01870736746
374	0.01870636878
375	0.01870568335
376	0.01870482891
377	0.01870372695
378	0.01870285084
379	0.01870199589
380	0.0187009409
381	0.01869991812
382	0.01869896471
383	0.01869813153
384	0.01869715213
385	0.01869616401
386	0.01869520836
387	0.01869414098
388	0.01869314001
389	0.01869251309
390	0.01869184337
391	0.01869115647
392	0.01869039374
393	0.01868949418
394	0.01868859945
395	0.0186878337
396	0.01868711304
397	0.01868618067
398	0.01868556104
399	0.01868495059
400	0.01868429595
401	0.01868345637
402	0.01868271543
403	0.01868193421
404	0.01868099968
405	0.0186802473
406	0.01867951471
407	0.01867879547
408	0.01867808253
409	0.0186774413
410	0.01867678492
411	0.01867586873
412	0.01867528141
413	0.01867476284
414	0.01867406151
415	0.01867335135
416	0.01867256645
417	0.01867186114
418	0.01867107511
419	0.0186706655
420	0.01866996895
421	0.01866930709
422	0.01866861173
423	0.0186680187
424	0.01866741718
425	0.01866690621
426	0.01866621358
427	0.01866554538
428	0.01866493237
429	0.0186644048
430	0.01866373202
431	0.01866318758
432	0.01866252945
433	0.01866198169
434	0.01866140394
435	0.01866079675
436	0.01866018192
437	0.0186595212
438	0.0186589759
439	0.01865862044
440	0.01865785398
441	0.0186573217
442	0.01865685614
443	0.01865635661
444	0.0186560145
445	0.0186553912
446	0.01865471781
447	0.01865423013
448	0.01865363042
449	0.01865307419
450	0.01865254595
451	0.01865200855
452	0.01865147405
453	0.01865085903
454	0.0186503913
455	0.01864982168
456	0.01864948192
457	0.01864911393
458	0.01864846259
459	0.01864815522
460	0.01864761076
461	0.01864711313
462	0.01864659884
463	0.01864612452
464	0.01864567754
465	0.01864516032
466	0.01864460646
467	0.01864414473
468	0.01864373524
469	0.01864319922
470	0.01864277134
471	0.01864218512
472	0.01864170716
473	0.01864131738
474	0.01864085321
475	0.01864040126
476	0.01863998124
477	0.01863933653
478	0.01863883138
479	0.01863845778
480	0.01863801994
481	0.01863755352
482	0.01863712034
483	0.01863668308
484	0.0186363029
485	0.01863584812
486	0.01863533532
487	0.01863495282
488	0.01863452589
489	0.01863428745
490	0.0186338123
491	0.01863342678
492	0.0186332005
493	0.0186328734
494	0.01863251106
495	0.01863208142
496	0.01863183921
497	0.01863145715
498	0.01863101826
499	0.01863062321
500	0.01863013703
501	0.01862969135
502	0.01862918978
503	0.01862884426
504	0.01862835435
505	0.01862795631
506	0.01862765088
507	0.01862707556
508	0.01862671379
509	0.01862631611
510	0.01862593604
511	0.01862547587
512	0.01862519434
513	0.01862475127
514	0.01862433315
515	0.01862402777
516	0.01862362857
517	0.01862323392
518	0.01862288935
519	0.01862251096
520	0.01862211416
521	0.01862183642
522	0.01862151872
523	0.01862121797
524	0.01862098999
525	0.01862065924
526	0.01862039091
527	0.01861988408
528	0.01861956756
529	0.01861919665
530	0.01861887693
531	0.01861857813
532	0.01861830859
533	0.01861791382
534	0.0186175165
535	0.01861720055
536	0.0186168465
537	0.01861651031
538	0.01861632526
539	0.01861603874
540	0.018615642
541	0.01861549898
542	0.01861513228
543	0.01861474093
544	0.01861436133
545	0.01861406432
546	0.01861367954
547	0.01861348491
548	0.01861320457
549	0.01861283127
550	0.01861254158
551	0.01861217684
552	0.01861194658
553	0.01861167275
554	0.01861130784
555	0.01861114585
556	0.01861084704
557	0.01861050758
558	0.01861027245
559	0.01860989722
560	0.01860955932
561	0.01860933447
562	0.0186089675
563	0.018608798
564	0.01860847934
565	0.0186082276
566	0.01860804535
567	0.01860772145
568	0.01860742285
569	0.01860716548
570	0.0186067895
571	0.01860655938
572	0.01860638138
573	0.01860605956
574	0.01860573579
575	0.01860537294
576	0.01860518934
577	0.01860480136
578	0.01860450231
579	0.01860423684
580	0.01860382276
581	0.01860351103
